corpus_id,bibliographic_status,document_status,run_id,source_api,source_id,doi,title,year,authors,type,abstract,landing_url,source_pdf_url,license,oa_status,ontology_score,screening_state,download_attempts,validated_local_path,document_manifest
DCM-00966,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,Crossref,10.2307/j.ctvb6v71x.14,10.2307/j.ctvb6v71x.14,Narrativas y problemáticas psicosociales en contextos no terapéuticos,2016,,book-chapter,,https://doi.org/10.2307/j.ctvb6v71x.14,,,,0,screening-required,0,,
DCM-00967,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,Crossref,10.5753/ihc.2019.8415,10.5753/ihc.2019.8415,Co-design de um Agente Inteligente Conversacional para Suporte ao Tele-Cuidado de Idosos em Situação de Vulnerabilidade Social e Financeira,2019,Mateus Monteiro; Luciana Salgado,proceedings-article,"<jats:p>Um dos principais desafios da sociedade é o envelhecimento da população. Em São Gonçalo, programas de atendimento domiciliar podem ser oferecidos para atender a idosos com mobilidade reduzida e deficiência motora. No entanto, profissionais de saúde que atendem a estes idosos sofrem com impedimento às visitas devido, entre outros fatores, ao alto índice de violência em certas áreas. Com o propósito de minimizar parte destes desafios, como por exemplo o contato entre pacientes e esses profissionais, esta pesquisa propõe o uso de Agente Inteligente Conversacional como um meio de execução do Tele-cuidado. Através de um estudo exploratório inicial foi possível identificar como os participantes abordaram as características sociais e econômicas do contexto. Além disso, os resultados também apresentaram desafios de como o Tele-cuidado é conduzido hoje e oportunidades de intervenções para mudanças nas adversidades do contexto.</jats:p>",https://doi.org/10.5753/ihc.2019.8415,https://sol.sbc.org.br/index.php/ihc_estendido/article/download/8415/8318,,,0,screening-required,1,library/staging/master/DCM-00967-Co-design-de-um-Agente-Inteligente-Conversacional-para-Suporte-ao-Tele-Cuidado-d.pdf,data/document-resolution/master/validated-documents.csv
DCM-00968,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,Crossref,10.2307/jj.21931883,10.2307/jj.21931883,"Menos conferencias, más experiencias",2024,Mauricio Arrieta; Marla Maestre Meyer; Edgar Villegas Iriarte; Roberto Aguas Núñez,monograph,,https://doi.org/10.2307/jj.21931883,,,,0,screening-required,0,,
DCM-00969,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,Crossref,10.18682/cdc.vi326.14033,10.18682/cdc.vi326.14033,IA conversacional como herramienta de revisión para optimizar diagramas de flujo de proyectos de diseño y emprendimiento,2026,León Felipe Irigoyen,journal-article,"<jats:p>Este artículo evalúa el uso de la inteligencia artificial (IA) conversacional —en específico, ChatGPT de OpenAI— como recurso de apoyo pedagógico para revisar procesos y optimizar decisiones en propuestas de proyectos de diseño e iniciativas de emprendimiento. </jats:p>",https://doi.org/10.18682/cdc.vi326.14033,https://dspace.palermo.edu/ojs/index.php/cdc/article/download/14033/24808,,,0,screening-required,1,library/staging/master/DCM-00969-IA-conversacional-como-herramienta-de-revisi-n-para-optimizar-diagramas-de-flujo.pdf,data/document-resolution/master/validated-documents.csv
DCM-00970,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,Crossref,10.33210/ca.v12i1.424,10.33210/ca.v12i1.424,Diagramación e Ilustración digital para el Diseño de Interfaces de un Agente Conversacional en Software educativo,2023,Jorge Santamaría-Aguirre; Elizabeth Morales-Urrutia; Jose Miguel Ocaña,journal-article,"<jats:p>INTRODUCCIÓN. El diseño como disciplina proyectual permite construir referentes y contextos desde la comunicación visual, estos a su vez forman parte de interfaces en productos virtuales que generan interacciones y comunicación. Crear estos espacios depende de la Diagramación que configura textos e imágenes en estructuras funcionales, que se ejecutan mediante software especializado para la creación de imágenes. OBJETIVO. Desarrollar una interfaz de usuario amigable para la enseñanza de la programación a niños, basado en el acompañamiento de un agente conversacional. MÉTODO. El enfoque del estudio es mixto, se recopila información de estudiantes como de docentes a través de encuestas y del diseño participativo en el codiseño del agente conversacional. RESULTADOS. Se encontraron acciones afirmativas con respecto al uso y el interés por el agente conversacional y las actividades que se desarrollan, además se identificó los requerimientos que los usuarios tienen frente a una interfaz para la enseñanza de programación. DISCUSIÓN Y CONCLUSIONES. La participación de los estudiantes en el codiseño de una interfaz constituye un factor clave, porque permite identificar la ruta a seguir para el diseño y diagramación de la interfaz con la finalidad de que esta sea de fácil uso y amigable con los usuarios. En el estudio se ha identificado las características que debe tener la interfaz y el agente conversacional en función de las necesidades del entorno educativo.</jats:p>",https://doi.org/10.33210/ca.v12i1.424,https://cienciamerica.edu.ec/index.php/uti/article/download/424/908,https://creativecommons.org/licenses/by/4.0,,0,screening-required,1,library/staging/master/DCM-00970-Diagramaci-n-e-Ilustraci-n-digital-para-el-Dise-o-de-Interfaces-de-un-Agente-Con.pdf,data/document-resolution/master/validated-documents.csv
DCM-00971,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,Crossref,10.65234/interaccion.97,10.65234/interaccion.97,Diseño y Evaluación de una Experiencia Conversacional con un Asistente Virtual para Usuarios Sordos,2023,Ana Julia Teixeira de Oliveira; Tobias Mulling,journal-article,"<jats:p>El uso de asistentes virtuales ha crecido exponencialmente, pero a pesar de la facilidad que trajo la interacción de voz, esta tecnología no es accesible para todos al no incluir a las personas sordas que utilizan la lengua de signos, especialmente la Lengua Brasileña de Señas (Libras). Este trabajo tiene como objetivo diseñar una experiencia conversacional entre un asistente virtual y usuarios sordos, donde la entrada de datos se producirá a través de gestos en el aire y retroalimentación realizada mediante el uso de una interfaz gráfica (GUI). La intención es brindar al usuario sordo que utiliza Libras una interacción más natural, teniendo en cuenta el uso de su lengua materna para establecer la comunicación, ofreciendo a las personas sordas mayor independencia, acceso a información y servicios.</jats:p>",https://doi.org/10.65234/interaccion.97,https://revista.aipo.es/index.php/INTERACCION/article/download/97/95,https://creativecommons.org/licenses/by-nc/4.0,,0,screening-required,1,library/staging/master/DCM-00971-Dise-o-y-Evaluaci-n-de-una-Experiencia-Conversacional-con-un-Asistente-Virtual-p.pdf,data/document-resolution/master/validated-documents.csv
DCM-00972,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,Crossref,10.14679/3556,10.14679/3556,Diseño de rutas para el aprendizaje adaptativo de idiomas... con inteligencia artificial generativa conversacional,2024,Roxana Rebolledo Font de la Vall; Fabián González Araya,book-chapter,,https://doi.org/10.14679/3556,,,,0,screening-required,0,,
DCM-00973,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,Crossref,10.70747/cr.v5i2.1023,10.70747/cr.v5i2.1023,Datasmoke: Diseño y Evaluación de un Bot Conversacional en Whatsapp con Inteligencia Artificial Generativa para la Recolección de Datos sobre Consumo de Tabaco y Vapeadores,2026,Danitza María Gastelum Celaya; Iván Arturo Revilla Celaya; José Manuel Osorio Atondo; Luz Alicia Osorio Atondo; Reveriano Obed Cervantes Rubio,journal-article,"<jats:p>Las encuestas son indispensables para la recopilación de datos; la era digital atrajo nuevas modalidades para su implementación, como los chatbots. Este trabajo aborda el diseño, implementación y evaluación de un bot de WhatsApp nombrado DataSmoke, con integración de inteligencia artificial generativa y elementos multimedia para la recolección de datos sobre consumo de tabaco, vapeadores y no fumadores; analizando la experiencia de uso, la preferencia del medio de respuesta y la eficiencia del sistema en la recolección de datos. El estudio tuvo un diseño transversal, alcance descriptivo correlacional y enfoque cuantitativo. Participaron 1,613 personas de siete universidades públicas y privadas del Estado de Sonora. Se identificó la aceptación y preferencia por este tipo de herramientas para responder encuestas y se obtuvo información como el grado de dependencia a la nicotina. DataSmoke facilitó la recolección de información y brindó retroalimentación personalizada a los participantes mediante el uso de inteligencia artificial.</jats:p>",https://doi.org/10.70747/cr.v5i2.1023,https://cienciayreflexion.org/index.php/Revista/article/download/1023/1714,https://creativecommons.org/licenses/by-nc-nd/4.0,,2,screening-required,1,library/staging/master/DCM-00973-Datasmoke-Dise-o-y-Evaluaci-n-de-un-Bot-Conversacional-en-Whatsapp-con-Inteligen.pdf,data/document-resolution/master/validated-documents.csv
DCM-00974,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,Crossref,10.54808/cicic2022.01.237,10.54808/cicic2022.01.237,Inteligencia Artificial Conversacional para el Diseño de un Asistente Virtual Interactivo,2022,Eleanor A. Varela-Tapia; Lady M. Sangacha-Tapia; Iván L. Acosta-Guzmán; Ricardo J. Celi-Párraga,proceedings-article,,https://doi.org/10.54808/cicic2022.01.237,,,,0,screening-required,0,,
DCM-00975,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,Crossref,10.5753/cbie.wie.2019.1119,10.5753/cbie.wie.2019.1119,Recomendação de Aplicativos Educacionais Mediada por Interfaces Conversacionais,2019,Cristina Paludo Santos; Laiana Andrade Roland; Denilson da Silva,proceedings-article,"<jats:p>Este artigo descreve os esforços direcionados para ensejar atividades de aprendizagem utilizando um agente conversacional nomeado Dory. O chatbot tem como foco a recomendação de aplicativos educacionais relacionados às matérias escolares do currículo base visando complementar a formação dos estudantes. Professores do ensino fundamental participaram do processo de ideação, principalmente nas atividades que envolveram a avaliação/seleção dos aplicativos a serem recomendados. Um estudo de caso foi realizado com a participação de alunos do 6º e 7º anos. A análise qualitativa realizada evidenciou o potencial de aplicabilidade de chatbot no contexto em questão.</jats:p>",https://doi.org/10.5753/cbie.wie.2019.1119,https://sol.sbc.org.br/index.php/wie/article/download/13269/13122,,,3,screening-required,1,library/staging/master/DCM-00975-Recomenda-o-de-Aplicativos-Educacionais-Mediada-por-Interfaces-Conversacionais.pdf,data/document-resolution/master/validated-documents.csv
DCM-00976,estudo-unico-descoberto,sem-url-pdf-resolucao-pendente,20260831T003810Z,Crossref,10.35869/11093/10194,10.35869/11093/10194,Axentes conversacionais intelixentes para a detección da depresión,,Iván Otero González,dissertation,"<jats:p xml:lang=""gl"">Segundo datos proporcionados pola Organización Mundial da Saúde en 2020, a depresión é unha enfermidade común a nivel mundial, afectando aproximadamente ao 3,8% da poboación global; cunha prevalencia do 5% en adultos e do 5,7% en maiores de 60 anos. En países desenvolvidos como España, esta cifra alcanza o 6,7% en persoas entre 25 e 64 anos e chega ao 12,8% na poboación maior de 65 anos. Ademais, estímase que para o ano 2030 a depresión será a principal causa de discapacidade no mundo. Esta situación, se non é abordada de forma efectiva, pode derivar en comportamentos suicidas e nun incremento das taxas de mortalidade. A literatura recente identifica diversos desafíos relevantes na detección da depresión, entre eles a variabilidade dos síntomas entre individuos e ao longo do tempo, a frecuente coexistencia con outros trastornos como ansiedade ou soidade, o estigma social asociado, a falta de asistencia personalizada e a heteroxeneidade na práctica clínica. Estes retos impulsan a investigación cara á integración da tecnoloxía no proceso de cribado, mediante análise automatizada de voz ou vídeo, novos enfoques de medicina personalizada, servizos integrais de saúde mental e a colaboración interdisciplinar. Esta tese xorde precisamente para abordar estas necesidades, enfocándose na análise e desenvolvemento de axentes conversacionais intelixentes (AC) como ferramenta innovadora para a detección temperá da depresión en adultos maiores. O estudo realizou unha revisión do estado da arte das solucións baseadas en AC para este propósito, co obxectivo de identificar liñas de investigación e innovación no ámbito dos trastornos neuropsiquiátricos centrados na depresión. A investigación céntrase no deseño da ferramenta DYes, unha adaptación dixital da escala de Yesavage, empregando interfaces de voz e algoritmos de aprendizaxe automático para optimizar a detección da depresión. A validez psicométrica da ferramenta foi confirmada mediante altos índices de fiabilidade e concordancia interevaluadores, destacando a súa robustez como instrumento clínico complementario. Ademáis a análise das variables máis relevantes permitiu identificar factores clave no diagnóstico, destacando a importancia da optimización da selección de características no desenvolvemento de modelos predictivos fiables e interpretables. Unha das principais contribucións deste traballo é a evidencia empírica da interacción entre depresión e demencia, subliñando a dificultade diagnóstica nestes casos e a necesidade de integrar enfoques dixitais e tradicionais. A ferramenta DYes, ao combinar tecnoloxía avanzada con parámetros clínicos establecidos, permite unha avaliación máis completa e personalizada, reducindo o risco de erro diagnóstico e mellorando a toma de decisións clínicas. Finalmente, esta tese destaca a importancia de desenvolver solucións tecnolóxicas centradas no usuario, cun enfoque multidisciplinar que incorpore coñecemento clínico, tecnolóxico e ético. Os resultados abren novas vías para a investigación futura, promovendo a creación de modelos adaptativos capaces de abordar a complexidade da saúde mental nos adultos maiores e contribuíndo ao avance cara a unha atención máis accesible, humanizada e efectiva</jats:p>",https://doi.org/10.35869/11093/10194,,,,0,screening-required,0,,
DCM-00977,estudo-unico-descoberto,pdf-integral-validado-local,20260831T003810Z,Crossref,10.11606/t.8.2007.tde-22102007-115052,10.11606/t.8.2007.tde-22102007-115052,Marcadores conversacionais na interlíngua de aprendizes de espanhol no Brasil,,Eliane Gonçalves,dissertation,,https://doi.org/10.11606/t.8.2007.tde-22102007-115052,,,,0,screening-required,1,library/staging/master-openalex/DCM-00977-OA001-Marcadores-conversacionais-na-interl-ngua-de-aprendizes-de-espanh.pdf,data/document-resolution/master/openalex-validated/validated-documents.csv
